t (s),Vnoisy raw(cm/s)
10.797,22.3821162
10.798,25.35974527
10.799,24.3373967
10.8,22.31507047
10.801,22.29276655
10.802,25.27048493
10.803,22.24822557
10.804,22.22598847
10.805,22.20377359
10.806,22.18158091
10.807,22.15941042
10.808,22.13726209
10.809,22.11513589
10.81,22.09303181
10.811,22.07094982
10.812,22.0488899
10.813,25.02685203
10.814,22.00483619
10.815,21.98284235
10.816,21.9608705
10.817,23.9389206
10.818,23.91699265
10.819,23.89508661
10.82,21.87320247
10.821,24.8513402
10.822,21.82949978
10.823,21.80768119
10.824,23.78588441
10.825,23.76410942
10.826,24.74235618
10.827,21.7206247
10.828,24.69891493
10.829,21.67722686
10.83,24.65556047
10.831,22.63391573
10.832,24.61229263
10.833,21.59069114
10.834,21.56911124
10.835,24.54755291
10.836,23.52601613
10.837,23.50450087
10.838,21.48300712
10.839,21.46153485
10.84,21.44008404
10.841,21.41865467
10.842,21.39724672
10.843,21.37586017
10.844,21.354495
10.845,21.33315117
10.846,21.31182869
10.847,21.29052751
10.848,24.26924762
10.849,24.24798901
10.85,21.22675164
10.851,23.2055355
10.852,23.18434056
10.853,21.16316681
10.854,23.14201422
10.855,23.12088277
10.856,24.09977245
10.857,21.07868322
10.858,21.05761507
10.859,21.03656798
10.86,21.01554193
10.861,20.99453689
10.862,22.97355285
10.863,21.95258978
10.864,20.93164766
10.865,20.91072648
10.866,20.8898262
10.867,20.86894682
10.868,23.8480883
10.869,20.82725064
10.87,20.8064338
10.871,20.78563776
10.872,20.76486251
10.873,23.74410803
10.874,20.72337429
10.875,21.70266127
10.876,20.68196896
10.877,22.66129733
10.878,20.64064636
10.879,20.62001603
10.88,20.59940632
10.881,20.57881721
10.882,23.55824868
10.883,20.53770071
10.884,20.51717327
10.885,21.49666635
10.886,22.47617993
10.887,20.45571399
10.888,20.4352685
10.889,22.41484344
10.89,20.3944388
10.891,20.37405456
10.892,20.35369069
10.893,22.33334717
10.894,20.31302399
10.895,22.29272111
10.896,20.27243854
10.897,20.25217623
10.898,20.23193418
10.899,23.21171236
10.9,20.19151075
10.901,23.17132933
10.902,23.15116808
10.903,20.13102698
10.904,20.11090602
10.905,23.09080517
10.906,20.0707244
10.907,20.05066371
10.908,20.03062307
10.909,20.01060246
10.91,20.99060186
10.911,19.97062125
10.912,21.95066061
10.913,19.93071992
10.914,22.91079916
10.915,19.89089831
10.916,20.87101736
10.917,22.85115627
10.918,21.83131504
10.919,22.81149364
10.92,19.79169205
10.921,19.77191025
10.922,19.75214822
10.923,19.73240594
10.924,19.7126834
10.925,20.69298057
10.926,19.67329743
10.927,22.65363397
10.928,19.63399016
10.929,22.61436598
10.93,19.59476142
10.931,21.57517645
10.932,22.55561106
10.933,19.53606522
10.934,19.51653892
10.935,21.49703214
10.936,19.47754485
10.937,21.45807704
10.938,19.43862869
10.939,19.41919978
10.94,21.39979029
10.941,20.38040019
10.942,20.36102948
10.943,20.34167813
10.944,19.32234612
10.945,19.30303343
10.946,20.28374004
10.947,21.26446594
10.948,19.2452111
10.949,19.22597551
10.95,19.20675915
10.951,19.18756199
10.952,19.16838402
10.953,20.14922521
10.954,20.13008556
10.955,21.11096504
10.956,19.09186362
10.957,19.0727813
10.958,19.05371805
10.959,19.03467386
10.96,19.0156487
10.961,21.99664256
10.962,18.97765541
10.963,20.95868724
10.964,18.93973803
10.965,19.92080776
10.966,18.90189641
10.967,20.88300396
10.968,18.86413039
10.969,21.84527569
10.97,20.82643983
10.971,21.8076228
10.972,18.78882458
10.973,18.77004515
10.974,20.75128449
10.975,18.73254257
10.976,21.71381939
10.977,18.69511493
10.978,20.67642916
10.979,18.65776206
10.98,21.63911363
10.981,18.62048383
10.982,18.60187265
10.983,18.58328008
10.984,18.56470609
10.985,18.54615066
10.986,18.52761378
10.987,18.50909543
10.988,18.49059558
10.989,19.47211423
10.99,18.45365135
10.991,19.43520692
10.992,19.41678093
10.993,21.39837335
10.994,18.37998418
10.995,20.36161338
10.996,19.34326094
10.997,18.32492685
10.998,18.30661108
10.999,20.28831362
11,19.27003445
11.001,18.25177355
11.002,18.2335309
11.003,18.21530648
11.004,20.19710028
11.005,18.17891227
11.006,18.16074245
11.007,18.14259078
11.008,21.12445726
11.009,18.10634186
11.01,20.08824457
11.011,18.07016537
11.012,18.05210423
11.013,21.03406115
11.014,18.0160361
11.015,17.99802907
11.016,17.98004004
11.017,20.96206899
11.018,17.9441159
11.019,17.92618075
11.02,17.90826353
11.021,17.89036422
11.022,20.87248279
11.023,17.85461924
11.024,18.83677355
11.025,17.81894569
11.026,18.80113565
11.027,17.78334341
11.028,17.76556896
11.029,17.74781227
11.03,18.73007333
11.031,17.71235212
11.032,19.69464862
11.033,20.67696282
11.034,20.65929469
11.035,17.64164422
11.036,18.62401139
11.037,19.60639619
11.038,18.5887986
11.039,20.57121859
11.04,20.55365615
11.041,17.53611127
11.042,18.51858392
11.043,19.5010741
11.044,20.48358177
11.045,17.46610693
11.046,17.44864955
11.047,17.43120962
11.048,18.41378713
11.049,17.39638204
11.05,17.37899436
11.051,17.36162405
11.052,20.3442711
11.053,20.3269355
11.054,17.30961722
11.055,17.29231626
11.056,20.27503259
11.057,17.25776619
11.058,17.24051705
11.059,17.22328515
11.06,17.20607047
11.061,18.188873
11.062,20.17169272
11.063,17.15452961
11.064,17.13738366
11.065,20.12025484
11.066,17.10314314
11.067,20.08604855
11.068,17.06897104
11.069,17.0519106
11.07,19.03486721
11.071,19.01784086
11.072,17.00083152
11.073,16.98383919
11.074,19.96686384
11.075,16.94990546
11.076,16.93296402
11.077,16.91603952
11.078,18.89913194
11.079,16.88224125
11.08,19.86536745
11.081,16.84851051
11.082,16.83167042
11.083,17.81484717
11.084,16.79804072
11.085,17.78125108
11.086,16.76447822
11.087,16.74772212
11.088,16.73098277
11.089,16.71426015
11.09,18.69755424
11.091,16.68086503
11.092,17.6641925
11.093,17.64753664
11.094,16.63089743
11.095,16.61427484
11.096,16.59766887
11.097,16.5810795
11.098,16.56450671
11.099,17.54795048
11.1,18.5314108
11.101,16.51488765
11.102,16.49838102
11.103,16.48189088
11.104,16.46541723
11.105,16.44896004
11.106,17.43251931
11.107,19.416095
11.108,16.39968711
11.109,16.38329562
11.11,16.36692051
11.111,16.35056177
11.112,17.33421938
11.113,16.31789333
11.114,19.30158359
11.115,18.28529016
11.116,16.26901301
11.117,16.25275213
11.118,16.2365075
11.119,18.2202791
11.12,18.20406693
11.121,16.18787097
11.122,16.17169119
11.123,16.15552758
11.124,16.13938013
11.125,16.12324881
11.126,18.10713362
11.127,18.09103454
11.128,18.07495155
11.129,16.05888463
11.13,16.04283377
11.131,16.02679896
11.132,16.01078017
11.133,15.99477739
11.134,15.97879061
11.135,15.96281981
11.136,15.94686496
11.137,18.93092607
11.138,15.91500311
11.139,15.89909606
11.14,16.88320491
11.141,15.86732964
11.142,15.85147025
11.143,15.8356267
11.144,16.81979899
11.145,15.80398709
11.146,17.78819101
11.147,17.77241071
11.148,16.75664618
11.149,15.74089741
11.15,18.72516438
11.151,15.70944708
11.152,15.69374548
11.153,15.67805958
11.154,15.66238936
11.155,15.6467348
11.156,15.63109588
11.157,15.6154726
11.158,15.59986493
11.159,15.58427286
11.16,18.56869638
11.161,15.55313547
11.162,16.5375901
11.163,15.52206028
11.164,16.50654598
11.165,15.49104718
11.166,16.47556388
11.167,17.46009605
11.168,15.44464368
11.169,15.42920676
11.17,17.41378526
11.171,17.39837918
11.172,18.3829885
11.173,15.3676132
11.174,17.35225327
11.175,16.33690869
11.176,18.32157945
11.177,16.30626552
11.178,17.29096691
11.179,17.27568359
11.18,15.26041554
11.181,15.24516275
11.182,18.22992521
11.183,16.21470289
11.184,15.1994958
11.185,15.1843039
11.186,15.16912718
11.187,15.15396564
11.188,18.13881925
11.189,16.12368799
11.19,15.10857187
11.191,15.09347085
11.192,18.07838492
11.193,16.06331407
11.194,17.04825829
11.195,17.03321755
11.196,18.01819185
11.197,18.00318116
11.198,14.98818548
11.199,14.97320478
11.2,14.95823906
11.201,15.9432883
11.202,14.92835248
11.203,17.91343159
11.204,14.89852561
11.205,14.88363454
11.206,15.86875834
11.207,16.85389701
11.208,14.83905054
11.209,14.82421891
11.21,14.8094021
11.211,14.7946001
11.212,14.77981289
11.213,14.76504047
11.214,14.75028281
11.215,14.7355399
11.216,14.72081172
11.217,17.70609827
11.218,14.69139952
11.219,14.67671546
11.22,15.66204609
11.221,17.64739137
11.222,15.6327513
11.223,16.61812586
11.224,14.60351504
11.225,14.58891883
11.226,17.5743372
11.227,16.55977015
11.228,14.54521765
11.229,17.53067971
11.23,16.51615629
11.231,14.50164739
11.232,14.48715299
11.233,14.47267308
11.234,14.45820764
11.235,14.44375666
11.236,14.42932012
11.237,14.41489801
11.238,14.40049032
11.239,14.38609703
11.24,16.37171812
11.241,14.35735359
11.242,14.34300341
11.243,14.32866757
11.244,14.31434607
11.245,14.30003888
11.246,16.28574599
11.247,14.27146738
11.248,14.25720305
11.249,17.24295297
11.25,14.22871714
11.251,14.21449553
11.252,15.20028814
11.253,16.18609495
11.254,16.17191595
11.255,14.15775111
11.256,14.14360044
11.257,14.12946391
11.258,14.11534151
11.259,14.10123322
11.26,14.08713904
11.261,14.07305894
11.262,16.05899291
11.263,14.04494095
11.264,15.03090303
11.265,17.01687914
11.266,14.00286926
11.267,14.98887339
11.268,13.97489151
11.269,13.96092361
11.27,15.94696966
11.271,13.93302966
11.272,13.9191036
11.273,13.90519145
11.274,13.89129321
11.275,16.87740886
11.276,16.86353839
11.277,13.84968178
11.278,16.83583902
11.279,13.82201009
11.28,13.80819499
11.281,13.7943937
11.282,13.7806062
11.283,13.76683248
11.284,15.75307253
11.285,13.73932633
11.286,13.72559387
11.287,15.71187514
11.288,13.69817012
11.289,13.6844788
11.29,15.67080116
11.291,13.65713719
11.292,13.64348688
11.293,15.62985021
11.294,13.61622717
11.295,13.60261775
11.296,13.58902193
11.297,13.5754397
11.298,14.56187105
11.299,15.54831596
11.3,13.53477441
11.301,15.5212464
11.302,13.50773192
11.303,16.49423094
11.304,16.48074345
11.305,13.46726944
11.306,13.45380891
11.307,13.44036182
11.308,14.42692818
11.309,14.41350796
11.31,13.40010116
11.311,13.38670775
11.312,13.37332774
11.313,13.35996109
11.314,16.34660781
11.315,13.33326787
11.316,15.31994127
11.317,16.30662799
11.318,14.29332801
11.319,15.28004133
11.32,13.26676792
11.321,13.25350779
11.322,15.2402609
11.323,13.22702726
11.324,13.21380684
11.325,13.20059964
11.326,15.18740564
11.327,16.17422483
11.328,13.16105719
11.329,13.14790271
11.33,13.13476138
11.331,15.12163318
11.332,13.10851811
11.333,15.09541614
11.334,13.08232727
11.335,15.06925148
11.336,15.05618876
11.337,14.0431391
11.338,15.03010248
11.339,16.01707889
11.34,16.00406832
11.341,12.99107075
11.342,12.97808617
11.343,13.96511457
11.344,12.95215594
11.345,15.93921026
11.346,13.92627751
11.347,15.9133577
11.348,15.90045079
11.349,12.88755679
11.35,14.87467568
11.351,12.86180743
11.352,15.84895206
11.353,15.83610953
11.354,14.82327983
11.355,12.81046296
11.356,12.7976589
11.357,12.78486764
11.358,12.77208916
11.359,14.75932346
11.36,13.74657051
11.361,15.73383031
11.362,14.72110285
11.363,12.7083881
11.364,12.69568607
11.365,12.68299673
11.366,14.67032007
11.367,12.65765608
11.368,15.64500475
11.369,15.63236607
11.37,14.61974002
11.371,12.60712658
11.372,12.59452576
11.373,12.58193753
11.374,12.56936188
11.375,13.5567988
11.376,12.54424828
11.377,12.5317103
11.378,13.51918485
11.379,15.50667193
11.38,13.49417151
11.381,12.48168358
11.382,15.46920813
11.383,12.45674516
11.384,12.44429464
11.385,12.43185656
11.386,15.41943092
11.387,12.4070177
11.388,15.39461688
11.389,13.38222846
11.39,14.36985242
11.391,12.35748875
11.392,12.34513744
11.393,12.33279847
11.394,13.32047184
11.395,12.30815753
11.396,12.29585552
11.397,12.28356581
11.398,12.27128838
11.399,15.25902323
11.4,12.24677033
11.401,12.23452968
11.402,12.22230127
11.403,12.21008508
11.404,12.1978811
11.405,12.18568931
11.406,12.17350971
11.407,14.16134229
11.408,14.14918702
11.409,12.13704391
11.41,14.12491293
11.411,12.11279408
11.412,14.10068734
11.413,12.0885927
11.414,13.07651015
11.415,14.06443968
11.416,12.05238127
11.417,12.04033491
11.418,12.02830059
11.419,12.01627831
11.42,12.00426803
11.421,14.99226977
11.422,12.98028349
11.423,11.96830919
11.424,11.95634687
11.425,11.9443965
11.426,11.93245807
11.427,12.92053158
11.428,13.908617
11.429,11.89671434
11.43,11.88482357
11.431,12.87294469
11.432,11.86107768
11.433,11.84922253
11.434,12.83737923
11.435,11.82554777
11.436,14.81372813
11.437,14.80192031
11.438,11.79012428
11.439,12.77834005
11.44,11.7665676
11.441,11.75480691
11.442,14.74305798
11.443,11.73132079
11.444,11.71959534
11.445,11.7078816
11.446,14.69617957
11.447,11.68448924
11.448,11.67281059
11.449,14.66114361
11.45,13.6494883
11.451,11.63784463
11.452,11.6262126
11.453,12.6145922
11.454,12.60298341
11.455,11.59138623
11.456,11.57980064
11.457,11.56822663
11.458,11.55666418
11.459,13.54511329
11.46,11.53357395
11.461,14.52204614
11.462,11.51052985
11.463,14.49902508
11.464,14.4875318
11.465,11.47605001
11.466,11.4645797
11.467,11.45312085
11.468,11.44167345
11.469,11.4302375
11.47,11.41881297
11.471,11.40739987
11.472,11.39599817
11.473,11.38460787
11.474,13.37322895
11.475,14.36186141
11.476,12.35050522
11.477,11.33916039
11.478,11.3278269
11.479,11.31650473
11.48,14.30519389
11.481,11.29389434
11.482,11.28260609
11.483,11.27132913
11.484,11.26006343
11.485,11.248809
11.486,11.23756581
11.487,11.22633386
11.488,11.21511314
11.489,14.20390363
11.49,12.19270533
11.491,12.18151822
11.492,11.17034229
11.493,11.15917753
11.494,14.14802393
11.495,11.13688148
11.496,12.12575016
11.497,11.11462997
11.498,14.1035209
11.499,13.09242293
11.5,13.08133605
11.501,14.07026025
11.502,13.05919552
11.503,11.04814186
11.504,13.03709924
11.505,14.02606765
11.506,13.0150471
11.507,11.00403756
11.508,13.99303902
11.509,10.98205147
11.51,10.97107491
11.511,10.96010932
11.512,10.94915469
11.513,10.93821101
11.514,11.92727826
11.515,10.91635645
11.516,11.90544555
11.517,10.89454555
11.518,10.88365645
11.519,10.87277824
11.52,10.86191089
11.521,12.85105441
11.522,10.84020878
11.523,10.82937399
11.524,12.81855003
11.525,10.80773689
11.526,10.79693455
11.527,10.78614301
11.528,13.77536226
11.529,10.76459229
11.53,10.75383307
11.531,10.74308462
11.532,10.7323469
11.533,12.72161992
11.534,12.71090366
11.535,10.70019811
11.536,10.68950326
11.537,13.6788191
11.538,10.66814562
11.539,11.6574828
11.54,10.64683065
11.541,13.63618914
11.542,10.62555826
11.543,10.61493802
11.544,13.60432839
11.545,13.59372936
11.546,10.58314092
11.547,10.57256307
11.548,10.56199579
11.549,12.55143908
11.55,10.54089291
11.551,12.53035729
11.552,12.51983219
11.553,13.50931762
11.554,10.49881355
11.555,13.48831999
11.556,10.47783691
11.557,11.46736431
11.558,10.45690218
11.559,11.4464505
11.56,12.43600927
11.561,10.42557848
11.562,11.41515811
11.563,10.40474816
11.564,10.39434861
11.565,10.38395946
11.566,10.37358069
11.567,10.3632123
11.568,12.35285426
11.569,10.34250658
11.57,10.33216925
11.571,10.32184224
11.572,10.31152556
11.573,13.30121919
11.574,10.29092312
11.575,11.28063734
11.576,10.27036184
11.577,11.26009661
11.578,10.24984164
11.579,13.23959692
11.58,13.22936245
11.581,10.2191382
11.582,10.20892417
11.583,10.19872034
11.584,10.18852672
11.585,10.17834329
11.586,11.16817003
11.587,10.15800694
11.588,10.14785401
11.589,10.13771123
11.59,11.12757859
11.591,10.11745607
11.592,10.10734367
11.593,10.09724138
11.594,10.08714919
11.595,10.07706708
11.596,11.06699505
11.597,12.05693309
11.598,10.04688118
11.599,13.03683932
11.6,12.0268075
11.601,11.0167857
11.602,10.00677392
11.603,9.996772151
11.604,9.986780375
11.605,12.97679859
11.606,12.96682677
11.607,9.95686493
11.608,9.946913042
11.609,9.936971101
11.61,11.9270391
11.611,11.91711702
11.612,11.90720486
11.613,9.897302606
11.614,9.88741025
11.615,12.87752778
11.616,9.867655192
11.617,9.857792469
11.618,9.847939603
11.619,12.83809659
11.62,9.828263407
11.621,9.818440056
11.622,9.808626524
11.623,10.7988228
11.624,9.789028875
11.625,9.779244739
11.626,9.769470382
11.627,11.75970579
11.628,10.74995097
11.629,11.74020589
11.63,9.730470552
11.631,9.720744945
11.632,12.71102906
11.633,9.701322884
11.634,10.69162641
11.635,9.681939628
11.636,10.67226253
11.637,9.662595099
11.638,11.65293733
11.639,9.643289222
11.64,9.633650752
11.641,12.62402192
11.642,10.61440271
11.643,9.604793108
11.644,9.595193116
11.645,9.585602719
11.646,9.576021907
11.647,9.566450672
11.648,11.556889
11.649,9.547336891
11.65,9.537794326
11.651,10.5282613
11.652,9.5187378
11.653,12.50922382
11.654,11.49971935
11.655,11.49022438
11.656,12.4807389
11.657,9.471262897
11.658,12.46179637
11.659,9.452339301
11.66,9.442891687
11.661,9.433453515
11.662,10.42402478
11.663,12.41460546
11.664,9.405195562
11.665,11.39579507
11.666,11.38640397
11.667,9.377022257
11.668,9.367649921
11.669,9.358286954
11.67,9.348933344
11.671,9.339589084
11.672,9.330254163
11.673,9.320928573
11.674,12.3116123
11.675,11.30230534
11.676,9.293007689
11.677,9.283719326
11.678,9.274440247
11.679,12.26517044
11.68,10.2559099
11.681,9.24665862
11.682,11.23741658
11.683,9.228183784
11.684,12.21896021
11.685,9.20974586
11.686,9.200540718
11.687,10.19134478
11.688,9.182158025
11.689,9.172980456
11.69,11.16381206
11.691,9.154652829
11.692,12.14550275
11.693,10.13636182
11.694,9.127230026
11.695,11.11810736
11.696,12.10899381
11.697,11.09988937
11.698,11.09079403
11.699,9.081707776
11.7,9.072630608
11.701,11.06356251
11.702,9.054503479
11.703,9.045453502
11.704,9.036412569
11.705,9.027380674
11.706,9.018357805
11.707,10.00934395
11.708,9.000339114
11.709,9.991343274
11.71,11.98235642
11.711,8.973378558
11.712,8.964409665
11.713,8.955449736
11.714,11.94649876
11.715,11.93755674
11.716,8.928623646
11.717,8.919699485
11.718,8.910784244
11.719,8.901877913
11.72,8.892980485
11.721,8.884091949
11.722,8.875212298
11.723,8.866341522
11.724,8.857479612
11.725,11.84862656
11.726,8.839782356
11.727,8.830946992
11.728,8.822120459
11.729,10.81330275
11.73,9.804493851
11.731,8.795693758
11.732,11.78690246
11.733,9.77811995
11.734,8.769346217
11.735,9.760581254
11.736,9.751825052
11.737,8.743077601
11.738,9.734338894
11.739,8.725608921
11.74,10.71688767
11.741,8.708175142
11.742,8.69947132
11.743,8.690776197
11.744,8.682089765
11.745,8.673412014
11.746,8.664742938
11.747,11.65608253
11.748,8.64743077
11.749,8.638787661
11.75,8.630153191
11.751,8.621527352
11.752,8.612910134
11.753,8.604301529
11.754,11.59570153
11.755,8.587110123
11.756,8.578527305
11.757,8.569953065
11.758,10.5613874
11.759,11.55283029
11.76,8.544281732
11.761,10.53574172
11.762,8.527210246
11.763,11.5186873
11.764,10.51017287
11.765,8.50166695
11.766,8.493169532
11.767,8.484680608
11.768,11.47620017
11.769,8.467728204
11.77,9.459264709
11.771,8.450809672
11.772,10.44236309
11.773,8.433924943
11.774,8.425495234
11.775,10.41707395
11.776,8.408661083
11.777,8.400256625
11.778,11.39186057
11.779,8.383472901
11.78,8.375093619
11.781,8.366722711
11.782,8.35836017
11.783,8.350005988
11.784,8.341660156
11.785,10.33332266
11.786,9.324993507
11.787,10.31667268
11.788,11.30836016
11.789,9.300055952
11.79,8.291760045
11.791,8.283472429
11.792,8.275193097
11.793,8.26692204
11.794,8.25865925
11.795,11.25040472
11.796,8.242158438
11.797,9.233920399
11.798,8.225690594
11.799,8.217469015
11.8,8.209255654
11.801,10.2010505
11.802,8.19285355
11.803,8.184664791
11.804,11.17648422
11.805,9.16831182
11.806,8.160147591
11.807,8.151991522
11.808,9.143843606
11.809,8.135703832
11.81,10.1275722
11.811,8.119448685
11.812,11.1113333
11.813,9.103226016
11.814,8.09512684
11.815,8.08703576
11.816,11.07895277
11.817,8.070877851
11.818,8.062811008
11.819,8.054752227
11.82,8.046701501
11.821,8.038658821
11.822,8.03062418
11.823,8.02259757
11.824,8.014578982
11.825,8.006568409
11.826,10.99856584
11.827,8.990571275
11.828,10.9825847
11.829,7.974606103
11.83,7.966635483
11.831,7.958672829
11.832,7.950718135
11.833,9.94277139
11.834,10.93483259
11.835,7.926901723
11.836,7.918978783
11.837,9.911063762
11.838,9.903156653
11.839,7.895257446
11.84,10.88736614
11.841,7.879482712
11.842,7.871607167
11.843,9.863739495
11.844,7.855879686
11.845,7.848027733
11.846,9.840183628
11.847,8.832347363
11.848,7.82451893
11.849,7.816698322
11.85,8.808885531
11.851,9.801080549
11.852,10.79328337
11.853,9.785493979
11.854,7.777712377
11.855,8.769938552
11.856,8.762172497
11.857,7.754414204
11.858,10.74666367
11.859,8.738920874
11.86,8.731185822
11.861,7.7234585
11.862,7.715738902
11.863,7.70802702
11.864,10.70032285
11.865,7.692626372
11.866,7.68493759
11.867,7.677256494
11.868,7.669583075
11.869,7.661917325
11.87,7.654259238
11.871,9.646608804
11.872,7.638966017
11.873,9.63133087
11.874,8.623703353
11.875,7.61608346
11.876,7.608471184
11.877,8.600866515
11.878,10.59326945
11.879,7.585679974
11.88,7.578098086
11.881,7.570523775
11.882,8.562957036
11.883,10.55539786
11.884,7.547846237
11.885,10.54030216
11.886,7.53276563
11.887,7.52523663
11.888,8.517715155
11.889,7.510201197
11.89,10.50269475
11.891,10.49519581
11.892,8.487704356
11.893,8.480220394
11.894,10.47274391
11.895,7.465274904
11.896,7.45781336
11.897,9.450359274
11.898,9.442912639
11.899,7.435473447
11.9,8.42804169
11.901,7.420617361
11.902,7.413200452
11.903,7.405790957
11.904,7.398388868
11.905,7.390994177
11.906,8.383606877
11.907,7.376226961
11.908,8.368854421
11.909,8.36148925
11.91,9.35413144
11.911,10.34678098
11.912,7.339437876
11.913,7.332102106
11.914,8.324773669
11.915,9.317452556
11.916,7.310138761
11.917,7.302832276
11.918,7.295533094
11.919,10.28824121
11.92,7.280956609
11.921,7.273679292
11.922,10.26640925
11.923,7.259146471
11.924,7.251890953
11.925,9.244642687
11.926,7.237401665
11.927,7.230167881
11.928,7.222941327
11.929,7.215721996
11.93,7.208509881
11.931,7.201304974
11.932,7.194107268
11.933,7.186916757
11.934,7.179733433
11.935,7.172557288
11.936,9.165388316
11.937,7.158226509
11.938,10.15107186
11.939,7.143924363
11.94,8.136784009
11.941,7.129650792
11.942,7.122524705
11.943,7.11540574
11.944,7.108293891
11.945,7.10118915
11.946,7.094091511
11.947,10.08700096
11.948,7.079917506
11.949,8.072841128
11.95,7.065771822
11.951,7.058709582
11.952,7.0516544
11.953,7.04460627
11.954,7.037565185
11.955,7.030531138
11.956,10.02350412
11.957,10.01648413
11.958,7.00947115
11.959,7.002465182
11.96,6.995466217
11.961,6.988474248
11.962,6.981489267
11.963,9.974511267
11.964,6.967540242
11.965,6.960576184
11.966,9.953619087
11.967,7.946668944
11.968,7.939725747
11.969,9.93278949
11.97,6.925860165
11.971,6.918937767
11.972,6.912022288
11.973,7.90511372
11.974,6.898212058
11.975,6.891317294
11.976,6.884429421
11.977,6.877548433
11.978,8.870674322
11.979,6.863807082
11.98,6.856946705
11.981,6.850093186
11.982,6.843246517
11.983,7.836406691
11.984,6.829573701
11.985,8.822747541
11.986,6.815928204
11.987,6.809115682
11.988,9.80230997
11.989,6.79551106
11.99,6.788718946
11.991,6.78193362
11.992,7.775155076
11.993,6.768383308
11.994,7.761618307
11.995,9.754860069
11.996,6.748108585
11.997,6.741363849
11.998,6.734625855
11.999,6.727894595
12,7.721170064
12.001,8.714452253
12.002,6.707741157
12.003,9.701036768
12.004,7.694339081
12.005,8.687648088
12.006,7.680963783
12.007,9.674286158
12.008,8.667615208
12.009,8.660950926
12.01,6.654293304
12.011,6.647642337
12.012,9.640998017
12.013,6.634360339
12.014,6.627729294
12.015,6.621104878
12.016,6.614487082
12.017,6.607875901
12.018,8.601271328
12.019,7.594673356
12.02,6.588081979
12.021,6.58149719
12.022,6.574918983
12.023,6.56834735
12.024,6.561782286
12.025,6.555223783
12.026,8.548671836
12.027,7.542126438
12.028,6.535587581
12.029,6.52905526
12.03,6.522529468
12.031,6.516010199
12.032,6.509497446
12.033,6.502991202
12.034,6.496491461
12.035,6.489998217
12.036,6.483511463
12.037,6.477031192
12.038,6.470557398
12.039,9.464090075
12.04,8.457629216
12.041,6.451174814
12.042,7.444726864
12.043,6.438285358
12.044,6.431850291
12.045,6.425421656
12.046,6.418999446
12.047,6.412583655
12.048,6.406174276
12.049,6.399771304
12.05,6.393374732
12.051,6.386984552
12.052,6.38060076
12.053,8.374223349
12.054,9.367852311
12.055,6.361487642
12.056,6.355129334
12.057,6.348777381
12.058,8.342431777
12.059,6.336092516
12.06,7.32975959
12.061,9.323432994
12.062,9.317112722
12.063,6.310798767
12.064,8.304491122
12.065,6.298189782
12.066,6.291894741
12.067,6.285605991
12.068,6.279323527
12.069,6.273047342
12.07,6.26677743
12.071,6.260513785
12.072,8.2542564
12.073,6.24800527
12.074,6.241760388
12.075,6.235521747
12.076,9.229289342
12.077,9.223063166
12.078,6.216843214
12.079,6.210629478
12.08,6.204421953
12.081,6.198220632
12.082,9.192025509
12.083,6.185836579
12.084,6.179653834
12.085,9.173477269
12.086,6.167306877
12.087,6.161142653
12.088,6.15498459
12.089,7.148832682
12.09,6.142686923
12.091,6.136547306
12.092,6.130413826
12.093,9.124286476
12.094,7.118165251
12.095,6.112050144
12.096,9.105941149
12.097,6.099838259
12.098,6.09374147
12.099,6.087650774
12.1,6.081566166
12.101,8.07548764
12.102,8.069415189
12.103,6.063348808
12.104,6.05728849
12.105,6.051234229
12.106,8.045186019
12.107,6.039143855
12.108,6.033107729
12.109,6.027077637
12.11,9.021053572
12.111,6.015035528
12.112,6.009023499
12.113,6.003017479
12.114,6.997017462
12.115,7.991023442
12.116,8.985035413
12.117,5.979053369
12.118,5.973077304
12.119,7.967107213
12.12,5.961143088
12.121,5.955184925
12.122,6.949232716
12.123,8.943286457
12.124,5.937346141
12.125,6.931411763
12.126,5.925483316
12.127,8.919560794
12.128,5.913644192
12.129,6.907733504
12.13,7.901828723
12.131,5.895929844
12.132,5.890036862
12.133,5.884149769
12.134,5.87826856
12.135,5.87239323
12.136,5.866523772
12.137,6.86066018
12.138,5.854802449
12.139,5.848950573
12.14,5.843104546
12.141,5.837264362
12.142,5.831430016
12.143,5.8256015
12.144,5.819778811
12.145,8.813961941
12.146,5.808150885
12.147,6.802345637
12.148,7.796546192
12.149,7.790752543
12.15,8.784964685
12.151,7.779182611
12.152,5.773406317
12.153,7.767635797
12.154,5.761871044
12.155,5.756112053
12.156,5.750358818
12.157,6.744611333
12.158,5.738869593
12.159,8.733133592
12.16,5.727403324
12.161,5.721678784
12.162,8.715959965
12.163,5.710246862
12.164,8.704539469
12.165,5.698837781
12.166,7.693141792
12.167,5.687451496
12.168,5.681766887
12.169,8.67608796
12.17,5.670414709
12.171,8.664747129
12.172,5.659085213
12.173,6.653428956
12.174,5.647778353
12.175,5.642133398
12.176,5.636494084
12.177,5.630860408
12.178,8.625232362
12.179,7.619609941
12.18,5.61399314
12.181,6.608381953
12.182,6.602776374
12.183,5.597176398
12.184,5.591582019
12.185,8.585993232
12.186,7.580410031
12.187,7.57483241
12.188,7.569260364
12.189,5.563693888
12.19,5.558132975
12.191,6.55257762
12.192,5.547027818
12.193,5.541483563
12.194,5.535944849
12.195,5.530411671
